,Hydro,Deficit,Flood100,Formulation
0,-43.0842452819812180564,257.91560346153966,1.9961737795168693,HydroInfo_100
1,-40.0385341269479226867,93.74707191484977,2.0828645895022286,HydroInfo_100
2,-42.2361477011495978218,1149.7476389433448,0.4851039386795239,HydroInfo_100
3,-41.0987636302439867109,853.543880296256,0.23650995624747395,HydroInfo_100
4,-41.0898052381935841026,795.8069337945803,0.2930620781289157,HydroInfo_100
5,-44.0429921692999073457,520.8864359781363,1.9898947298755087,HydroInfo_100
6,-43.1264854193950526451,244.4717360370793,2.0975169440736874,HydroInfo_100
7,-45.3272418185857546291,1613.3237738885703,1.9855305146618656,HydroInfo_100
8,-44.1188339868644021635,813.7409163314458,1.8988653320882256,HydroInfo_100
9,-43.0036410018110331066,464.503622177213,1.3937210296496652,HydroInfo_100
10,-44.0944868886979435274,624.823811992749,1.9476194027503817,HydroInfo_100
11,-43.0608466455452614241,309.2165687378953,1.6841685743774109,HydroInfo_100
12,-43.002335877129240771,332.97675144144955,1.6486321523389085,HydroInfo_100
13,-43.0713505785948598259,730.0430554201747,1.0923194148781261,HydroInfo_100
14,-42.069943326644498427,409.2821005668142,0.7458149818234094,HydroInfo_100
15,-42.057775203996563107,253.4434842674387,0.8583802373264539,HydroInfo_100
16,-43.0620656465452853467,294.5810052928481,1.7957139898761267,HydroInfo_100
17,-43.1363220607457620304,394.710061187497,1.4562646131993982,HydroInfo_100
18,-43.0178322165167656976,598.738460253537,1.1140112487442353,HydroInfo_100
19,-42.0314270604721329505,311.87327226097113,0.8192023673098292,HydroInfo_100
20,-42.1039376021933691163,536.3845452980527,0.6378801306959581,HydroInfo_100
21,-43.0117831381255513179,515.5379853482643,1.326982950025858,HydroInfo_100
22,-42.0248593377467116738,615.9768519932661,0.548184107698674,HydroInfo_100
23,-42.0118146146285766918,224.35080271585804,1.0935799300248017,HydroInfo_100
24,-42.0319375864452808855,175.01140504496703,1.4944036963596865,HydroInfo_100
25,-42.026523569281238224,169.17539956963495,1.9388852337152345,HydroInfo_100
26,-41.088546494925111574,114.7499437574545,0.6936925320942713,HydroInfo_100
27,-39.2670253061580751819,116.1128305562163,0.5923458542914268,HydroInfo_100
28,-40.0530694925765047287,141.9544755430355,0.4839103709928701,HydroInfo_100
29,-44.1322774141440206108,1982.2516919010882,1.814012901330868,HydroInfo_100
30,-44.0085663539570290936,2158.8614145850597,1.5883845018823577,HydroInfo_100
31,-44.0218869168385822377,391.9723291922314,2.14369149013687,HydroInfo_100
32,-44.0643416722645895334,433.71113871191693,2.0978053706304567,HydroInfo_100
33,-44.9086560665854648278,543.5845203788143,2.048522865806269,HydroInfo_100
34,-45.0368953654580224111,537.8018933166711,2.0895927953242897,HydroInfo_100
35,-38.29355764538750151,118.98631140174442,0.4697313620288099,HydroInfo_500
36,-41.09999289400934686,219.85286409778408,0.3608086380877804,HydroInfo_500
37,-41.05801170809871792,174.05220298188453,0.4974701965439152,HydroInfo_500
38,-40.00992836757411197,163.2405793140334,0.0,HydroInfo_500
39,-39.25621247155569193,144.49783389145682,0.0,HydroInfo_500
