,Hydro,Deficit,Flood500,Formulation
0,-41.71331173565378236,1264.8898439181983,2.131283362897644,HydroInfo_100
1,-40.36179993050999570,877.8111474134711,2.0709019021001502,HydroInfo_100
2,-39.17537735758541118,156.6278411183045,2.073229309705333,HydroInfo_100
3,-39.57633970932582912,209.73002176870324,1.9841996920962257,HydroInfo_100
4,-39.38908977824614510,428.24510807860116,1.9480832563773889,HydroInfo_100
5,-38.34259533714740087,117.26202009553641,1.8851869887198691,HydroInfo_500
6,-35.14429112503016484,185.69040968970572,1.701868015575016,HydroInfo_500
7,-37.64664000912893727,798.1418501486287,1.4654066673047093,HydroInfo_500
8,-38.79486734165790551,195.60373396540325,1.8304408773256713,HydroInfo_500
9,-36.77810400668467139,207.87686382453856,1.5148703837310205,HydroInfo_500
10,-38.32371493333645418,169.56178606485196,1.839573805505944,HydroInfo_500
11,-38.10074917075948520,1593.6214953852384,1.7717012739645452,baseline_500
12,-40.97065233423341368,1370.7921602474487,2.079167712430064,baseline_500
13,-40.89771666547739670,1413.7968090159638,1.9956034605401385,baseline_500
14,-39.76863630231079583,1161.2002207630803,1.9367849623234183,baseline_500
15,-38.85058945150394294,2119.915771067161,1.6726559735121087,baseline_500
16,-39.03817815524991630,1920.8425912724927,1.7690850998969443,baseline_500
17,-30.78802108869378529,467.6817024925344,1.3620449676351711,baseline_500
18,-39.57525918027566547,1336.7376362184996,1.8974984339431649,baseline_500
19,-31.44695698573945108,642.9601616731442,1.3238874235485056,baseline_500
